file_name,site_id,flag_rain,flag_anthrophony
S4A25468_20240510_044200.wav,site_1,FALSE,FALSE
S4A25468_20240510_044200.wav,site_1,FALSE,FALSE
S4A25468_20240510_044800.wav,site_1,FALSE,FALSE
S4A25468_20240510_044800.wav,site_1,FALSE,FALSE
S4A25468_20240510_045400.wav,site_1,FALSE,FALSE
S4A25468_20240510_045400.wav,site_1,FALSE,FALSE
S4A25468_20240510_050000.wav,site_1,FALSE,FALSE
S4A25468_20240510_050000.wav,site_1,FALSE,FALSE
S4A25468_20240510_050600.wav,site_1,FALSE,FALSE
S4A25468_20240510_050600.wav,site_1,FALSE,FALSE
S4A25468_20240510_051200.wav,site_1,FALSE,FALSE
S4A25468_20240510_051200.wav,site_1,FALSE,FALSE
S4A25468_20240510_051800.wav,site_1,FALSE,FALSE
S4A25468_20240510_051800.wav,site_1,FALSE,FALSE
S4A25468_20240510_052400.wav,site_1,FALSE,FALSE
S4A25468_20240510_052400.wav,site_1,FALSE,FALSE
S4A25468_20240510_053000.wav,site_1,FALSE,FALSE
S4A25468_20240510_053000.wav,site_1,FALSE,FALSE
S4A25468_20240510_053600.wav,site_1,FALSE,FALSE
S4A25468_20240510_053600.wav,site_1,FALSE,FALSE
S4A25468_20240510_054200.wav,site_1,FALSE,FALSE
S4A25468_20240510_054200.wav,site_1,FALSE,FALSE
S4A25468_20240510_054800.wav,site_1,FALSE,FALSE
S4A25468_20240510_054800.wav,site_1,FALSE,FALSE
S4A25468_20240510_055400.wav,site_1,FALSE,FALSE
S4A25468_20240510_055400.wav,site_1,FALSE,FALSE
S4A25468_20240510_060000.wav,site_1,FALSE,FALSE
S4A25468_20240510_060000.wav,site_1,FALSE,FALSE
S4A25468_20240510_060600.wav,site_1,FALSE,FALSE
S4A25468_20240510_060600.wav,site_1,FALSE,FALSE
S4A25468_20240510_061200.wav,site_1,FALSE,FALSE
S4A25468_20240510_061200.wav,site_1,FALSE,FALSE
S4A25468_20240510_061800.wav,site_1,FALSE,FALSE
S4A25468_20240510_061800.wav,site_1,FALSE,FALSE
S4A25468_20240510_062400.wav,site_1,FALSE,FALSE
S4A25468_20240510_062400.wav,site_1,FALSE,FALSE
S4A25468_20240510_063000.wav,site_1,FALSE,FALSE
S4A25468_20240510_063000.wav,site_1,FALSE,FALSE
S4A25468_20240510_063600.wav,site_1,FALSE,FALSE
S4A25468_20240510_063600.wav,site_1,FALSE,FALSE
S4A25468_20240510_064200.wav,site_1,FALSE,FALSE
S4A25468_20240510_064200.wav,site_1,FALSE,FALSE
S4A25468_20240510_064800.wav,site_1,FALSE,FALSE
S4A25468_20240510_064800.wav,site_1,FALSE,FALSE
S4A25468_20240510_065400.wav,site_1,FALSE,FALSE
S4A25468_20240510_065400.wav,site_1,FALSE,FALSE
S4A25468_20240510_070000.wav,site_1,FALSE,FALSE
S4A25468_20240510_070000.wav,site_1,FALSE,FALSE
S4A25468_20240510_070600.wav,site_1,FALSE,FALSE
S4A25468_20240510_070600.wav,site_1,FALSE,FALSE
S4A25468_20240510_071200.wav,site_1,FALSE,FALSE
S4A25468_20240510_071200.wav,site_1,FALSE,FALSE
S4A25468_20240510_071800.wav,site_1,FALSE,FALSE
S4A25468_20240510_071800.wav,site_1,FALSE,FALSE
S4A25468_20240510_072400.wav,site_1,FALSE,FALSE
S4A25468_20240510_072400.wav,site_1,FALSE,FALSE
S4A25468_20240510_073000.wav,site_1,FALSE,FALSE
S4A25468_20240510_073000.wav,site_1,FALSE,FALSE
S4A25468_20240510_073600.wav,site_1,FALSE,FALSE
S4A25468_20240510_073600.wav,site_1,FALSE,FALSE
S4A25468_20240510_074200.wav,site_1,FALSE,FALSE
S4A25468_20240510_074200.wav,site_1,FALSE,FALSE
S4A25468_20240510_074800.wav,site_1,FALSE,FALSE
S4A25468_20240510_074800.wav,site_1,FALSE,FALSE
S4A25468_20240510_075400.wav,site_1,FALSE,FALSE
S4A25468_20240510_075400.wav,site_1,FALSE,FALSE
S4A25468_20240510_080000.wav,site_1,FALSE,FALSE
S4A25468_20240510_080000.wav,site_1,FALSE,FALSE
S4A25468_20240510_080600.wav,site_1,FALSE,FALSE
S4A25468_20240510_080600.wav,site_1,FALSE,FALSE
S4A25468_20240510_081200.wav,site_1,FALSE,FALSE
S4A25468_20240510_081200.wav,site_1,FALSE,FALSE
S4A25468_20240510_081800.wav,site_1,FALSE,FALSE
S4A25468_20240510_081800.wav,site_1,FALSE,FALSE
S4A25468_20240510_082400.wav,site_1,FALSE,FALSE
S4A25468_20240510_082400.wav,site_1,FALSE,FALSE
S4A25468_20240510_083000.wav,site_1,FALSE,FALSE
S4A25468_20240510_083000.wav,site_1,FALSE,FALSE
S4A25468_20240510_083600.wav,site_1,FALSE,FALSE
S4A25468_20240510_083600.wav,site_1,FALSE,FALSE
S4A25468_20240510_084200.wav,site_1,FALSE,FALSE
S4A25468_20240510_084200.wav,site_1,FALSE,FALSE
S4A25468_20240510_084800.wav,site_1,FALSE,FALSE
